,danceability,loudness,speechiness,acousticness,valence,duration_in min/ms,Class
12168,0.7024070021881837,0.3882585379621791,0.09235818096577587,0.41201716738197425,0.19537836993858643,0.42823455668865834,6
3144,0.7056892778993435,0.5578323454699408,0.32723863103609935,0.23497854077253216,0.19225564692411784,0.4546146684355517,5
8487,0.2658643326039387,0.5206322325712673,0.03703703703703703,0.005590128755364807,0.1599875091079421,0.8024698991120056,6
14352,0.38402625820568925,0.6289020604007904,0.06071261134552272,0.32188841201716734,0.4649734568543771,0.6833485172059767,6
9021,0.6312910284463895,0.2949477843635338,0.07360525082044068,0.007242489270386266,0.31508275215988346,0.4641089092255772,9
9958,0.7483588621444202,0.45819926615862266,0.8452883263009845,0.16201716738197425,0.8459456646195482,0.38674835107271593,5
9356,0.22757111597374174,0.46333615580016946,0.36240037505860284,0.007274678111587982,0.21619652336837722,0.5414086740503503,8
15129,0.474835886214442,0.5906858594411517,0.24050632911392403,0.017703862660944206,0.6846049755386698,0.15881529717572643,6
4883,0.35776805251641136,0.6298616991250353,0.2780121894045944,0.000621244635193133,0.6325595919641928,0.3737029413936856,9
6387,0.486870897155361,0.3224386113463168,0.030239099859353018,0.9045064377682402,0.21203289268241907,0.4386448900433208,8
8497,0.5711159737417943,0.6000564493367203,0.6483825597749648,0.011051502145922746,0.6669095451233477,0.5920264568094481,5
11897,0.6291028446389497,0.4865368331922101,0.47491795593061414,0.5343347639484978,0.9031955865514729,3.0344605459385704e-06,9
2695,0.07002188183807441,0.817894439740333,0.10431317393342708,0.1791845493562232,0.6148641615488706,0.5764864243571499,8
13193,0.17396061269146612,0.36387242449901225,0.09751523675574307,3.175965665236051e-06,0.2828146143437077,0.5932758645177403,8
12022,0.9332603938730855,0.7004233700254022,0.4702297233942803,0.04560085836909871,0.4701779952118247,0.3962027617512354,5
13660,0.7100656455142232,0.5379621789443975,0.6366619784341303,0.05804721030042918,0.5909232851046112,0.647566402822019,5
17674,0.5196936542669585,0.23612757550098795,0.0543834974214721,0.0008766094420600858,0.27761007598626003,0.7516278099354795,8
102,0.8588621444201313,0.44374823595822754,0.4631973745897796,0.45386266094420596,0.22764650775476214,0.5031151663198592,9
11283,0.6794310722100656,0.5465424781258822,0.10079699953117673,0.07736051502145921,0.4982825023420423,0.43984188971015775,6
7671,0.4573304157549234,0.5558566186847306,0.1912798874824191,5.042918454935622e-05,0.5711460393463099,0.43080674336327995,8
6948,0.700218818380744,0.35190516511431,0.31317393342709793,0.008862660944206008,0.5773914853752472,0.5289145969674288,5
11777,0.08533916849015317,0.5910810047981936,0.4045944678856071,0.027896995708154505,0.16206932445092118,0.6433171588208308,8
7337,0.7702407002188184,0.5023990968106126,0.05039849976558837,0.8723175965665235,0.5930051004475902,0.3200916113066663,9
13978,0.5,0.7261642675698561,0.025082044069385835,3.755364806866952e-05,0.5669824086603518,0.48722714447229837,8
8091,0.62472647702407,0.416709003669207,0.7444913267698078,0.41630901287553645,0.5024461330280005,0.4644904397673711,5
12029,0.3129102844638949,0.4973186565057862,0.026488513830285984,0.03733905579399141,0.5596960549599251,0.4793575529673844,6
17077,0.8708971553610504,0.38616991250352817,0.20300046882325362,0.15450643776824033,0.39002810450713027,0.33028811985219153,5
13455,0.24617067833698028,0.7077053344623201,0.06329113924050632,0.0005933476394849785,0.40460081190798375,0.6193352390509278,8
6644,0.5722100656455142,0.44307084391758406,0.6835443037974683,0.9302575107296137,0.5097324867284272,0.30763736433525074,5
4484,0.24398249452954043,0.7360429014959076,0.3952180028129395,0.0004023605150214592,0.11314666389091288,0.6264333841856211,8
14038,0.536105032822757,0.506915043748236,0.019456165025785274,0.061480686695278966,0.986468200270636,0.41604863888949345,6
17609,0.40919037199124725,0.5314705052215637,0.01148616971401781,0.019420600858369098,0.2703237222858333,0.48991882148143784,6
2797,0.5919037199124727,0.6825853796217896,0.07172995780590716,0.06448497854077254,0.7324867284271885,0.3654057002704971,9
5454,0.4354485776805251,0.6361840248377082,0.058368495077355836,0.0007800429184549356,0.4233371499947955,0.3798849939637419,9
14413,0.801969365426696,0.4650860852384985,0.039381153305203934,0.5010729613733905,0.9396273550536068,0.3157480328308587,5
14566,0.1641137855579869,0.8272085802991815,0.1479137365213314,1.4699570815450644e-06,0.23805558446965752,0.6582094278807427,8
8318,0.7133479212253829,0.5226644086931979,0.0072667604313173895,0.002296137339055794,0.4472780264390549,6.422465718570754e-06,9
1289,0.9606126914660831,0.49308495625176413,0.4631973745897796,0.018240343347639486,0.9000728635370043,0.3193369355097113,5
14028,0.6947483588621444,0.6552074513124472,0.014533520862634788,0.012553648068669527,0.8407411262621005,4.388230127127454e-06,9
5488,0.39168490153172864,0.6453288173863958,0.07759024847632442,0.0015879828326180257,0.4233371499947955,0.5081610125511665,8
2302,0.45514223194748354,0.5806378775049394,0.06493202062822315,0.011802575107296136,0.5378369938586448,0.4268363101426334,8
16076,0.6728665207877461,0.5311882585379621,0.12001875293014531,0.640557939914163,0.4212553346518164,0.4179479063118302,5
17759,0.16301969365426697,0.5660739486311037,0.10267229254571024,0.01244635193133047,0.3348599979181847,0.44142670888376323,6
5935,0.8183807439824945,0.551340671747107,0.4139709329582747,0.1223175965665236,0.3421463516186114,0.39929693251875087,5
13324,0.5328227571115974,0.4812305955405025,0.8030942334739802,0.3701716738197424,0.542000624544603,0.3143560752498084,5
4611,0.8522975929978118,0.4738921817668643,0.1612751992498828,0.09892703862660944,0.11418757156240242,0.5205502735511777,5
9033,0.3884026258205689,0.47219870166525557,0.13361462728551335,0.00016630901287553648,0.7127094826688872,0.6605908492844673,8
1886,0.4288840262582057,0.6307084391758397,0.16643225503984996,0.0005429184549356224,0.33069636723222656,0.42765597191099286,8
2646,0.8326039387308534,0.6833756703358737,0.24050632911392403,0.03186695278969957,0.20162381596752366,0.2838839436260924,5
16763,0.49015317286652077,0.6443691786621508,0.009376465072667603,0.053540772532188835,0.15478297075049444,0.34141958785727766,9
1989,0.6192560175054705,0.4968106124753035,0.046179090482887944,0.041630901287553645,0.7939002810450714,0.39446910373989713,6
17885,0.7067833698030634,0.654981653965566,0.039615564932020626,0.0024248927038626605,0.6440095763505778,3.3832535241823906e-06,9
10040,0.49015317286652077,0.5937341236240474,0.008204406938584152,0.04291845493562232,0.8927865098365775,0.5127309937660607,6
14916,0.9288840262582058,0.8509173017217049,0.12658227848101264,0.08873390557939913,0.6273550536067451,0.46599559871796464,5
1974,0.31509846827133475,0.6000564493367203,0.3905297702766057,0.2092274678111588,0.6377641303216405,0.46987589010730824,5
8000,0.824945295404814,0.47965001411233416,0.193624003750586,0.9388412017167381,0.8053502654314563,0.28682089026924223,6
6660,0.27461706783369805,0.6471351961614452,0.0637599624941397,0.07864806866952789,0.3941917351930884,0.7103763923452564,6
14808,0.7592997811816193,0.6527801298334744,0.1673699015471167,0.3766094420600858,0.6794004371812221,0.3946955064789836,9
2621,0.6083150984682714,0.6222410386677958,0.039146741678387234,0.0002628755364806867,0.6013323618195066,0.4383807535143866,9
16528,0.6105032822757112,0.43849844764324025,0.48195030473511485,0.056223175965665236,0.2828146143437077,0.2596714284737864,5
13293,0.2943107221006564,0.46711826136042905,0.05016408813877168,0.0018240343347639483,0.675236806495264,0.3371430916745327,6
106,0.3632385120350109,0.5713237369460911,0.2100328176277543,0.003894849785407725,0.16102841677943164,0.4930821708636742,8
9917,0.5689277899343544,0.6846175557437201,0.04430379746835442,0.15128755364806865,0.517018840428854,3.68896709235003e-06,9
6179,0.5328227571115974,0.42320067739204076,0.14908579465541488,0.18669527896995705,0.20474653898199227,0.568044537039545,8
9969,0.5514223194748359,0.5859441151566469,0.07923112986404124,7.6931330472103e-05,0.4691370875403352,0.5166364410153027,8
14782,0.8129102844638949,0.6438046852949478,0.406938584153774,0.1684549356223176,0.9469137087540336,0.4920193357829626,5
10509,0.4431072210065645,0.7117132373694609,0.47726207219878103,0.0004409871244635193,0.223482877068804,0.36506609616186736,8
5935,0.8183807439824945,0.551340671747107,0.4139709329582747,0.1223175965665236,0.3421463516186114,0.39929693251875087,5
7594,0.4201312910284464,0.6406435224386113,0.08860759493670885,0.001351931330472103,0.4170917039658582,0.42071505090066513,6
4389,0.4398249452954048,0.5038103302286199,0.029067041725269565,0.004603004291845494,0.3463099823045696,0.7367103850156692,8
4707,0.9584245076586433,0.6277730736663846,0.05696202531645569,0.07553648068669527,0.9666909545123348,0.3649675690439316,6
7038,0.6291028446389497,0.5782105560259668,0.24519456165025783,0.0036051502145922746,0.06464036639950037,0.4079861857920243,9
15484,0.6017505470459519,0.44188540784645786,0.010548523206751054,0.3315450643776824,0.22868741542625168,0.4673288592925851,9
11807,0.6980306345733042,0.6396838837143664,0.1889357712142522,0.34442060085836906,0.7595503278859166,0.36576417127405075,5
7246,0.4398249452954048,0.6898673440587073,0.09118612283169246,0.0030793991416309015,0.4660143645258666,0.44597572688207526,6
10966,0.6466083150984684,0.4709003669206887,0.02812939521800281,0.7360515021459227,0.37441448943478717,0.4795525108815978,6
7473,0.7680525164113786,0.5752187411797912,0.2920768870135958,0.5783261802575107,0.9167273862808369,0.41493968473230125,9
6118,0.5328227571115974,0.7744284504657071,0.11978434130332861,0.04002145922746781,0.2578328302279588,0.5525045045872469,8
9553,0.524070021881838,0.5460344340953995,0.015939990623534926,0.9313304721030042,0.3130009368169044,0.48827111265808615,9
8981,0.5393873085339168,0.5969517358171043,0.06891701828410689,0.0059549356223175965,0.12043301759133966,0.5335118303638796,6
8440,0.0962800875273523,0.7218741179791137,0.08368495077355835,3.905579399141631e-05,0.3650463203913813,0.7350605798706593,8
9487,0.8544857768052516,0.12209991532599493,0.08134083450539145,0.7918454935622317,0.6013323618195066,0.4003115522013237,6
12481,0.7352297592997812,0.1960485464295795,0.14674167838724797,0.5150214592274678,0.9854272925991464,0.46138369106990634,6
2877,0.737417943107221,0.6388935930002824,0.4116268166901078,0.1094420600858369,0.7949411887165609,0.39793641976257366,6
202,0.3282275711159737,0.6202653118825855,0.23347398030942332,0.00011909871244635193,0.41188716560841054,0.38370868466831387,8
9168,0.5317286652078775,0.6585944115156648,0.14369432723863101,0.14484978540772533,0.27344644530030193,0.46705843379867623,9
6826,0.9529540481400437,0.7158340389500424,0.21237693389592122,0.08347639484978539,0.3442281669615905,0.3372479077574431,5
401,0.5787746170678337,0.5406152977702513,0.16174402250351613,0.7875536480686695,0.2796918913292391,0.3899955533212806,5
2655,0.8161925601750547,0.5634208298052499,0.057899671823722444,0.00025858369098712445,0.9094410325804102,0.39760100829726036,5
6398,0.6783369803063457,0.41196725938470236,0.1157993436474449,0.0025751072961373387,0.7991048194025191,0.4717269421315062,5
11787,0.37636761487964987,0.40683036974315556,0.020393811533052027,0.00027896995708154504,0.15270115540751536,0.8217560583675221,8
17589,0.7450765864332605,0.6150719729043185,0.4116268166901078,0.10246781115879829,0.6544186530654731,0.44022551657360987,5
3752,0.7910284463894968,0.31075359864521596,0.08391936240037505,0.30686695278969955,0.609659623191423,0.49579271476773756,6
14622,0.7560175054704595,0.7516229184307085,0.5639943741209563,0.6641630901287553,0.9208910169667951,0.5690235192539284,5
6892,0.5612691466083151,0.5670900366920689,0.9109235818096577,0.02521459227467811,0.7054231289684605,0.4832692891816011,5
15034,0.550328227571116,0.4987863392605138,0.040084388185654005,2.317596566523605e-05,0.3723326740918081,0.4391731631011893,8
16032,0.6083150984682714,0.5250917301721706,0.03844350679793718,0.927038626609442,0.0774435307588217,0.3129725029553909,9
15951,0.7067833698030634,0.4368614168783517,0.016408813877168305,0.8079399141630901,0.7023004059539919,0.2878522805250807,6
8447,0.7330415754923414,0.6489415749364946,0.030942334739803092,0.18240343347639484,0.9240137399812637,0.4091077178791658,9
12432,0.5612691466083151,0.48264182895850977,0.027426160337552737,0.47746781115879827,0.5836369314041844,0.37393144045443033,6
8981,0.5393873085339168,0.5969517358171043,0.06891701828410689,0.0059549356223175965,0.12043301759133966,0.5335118303638796,6
4067,0.7943107221006566,0.5252046288456111,0.6319737458977965,0.1094420600858369,0.9646091391693556,0.35038345926777636,5
1264,0.6892778993435449,0.5801298334744568,0.0494608532583216,0.06899141630901287,0.36192359737691265,4.442629674157959e-06,9
12203,0.3424507658643326,0.4329099633079312,0.029535864978902943,0.9206008583690987,0.020609971895492872,0.34875671366100675,6
7626,0.675054704595186,0.4625458650860853,0.02859821847163619,0.3261802575107296,0.24117830748412614,0.4374457940548257,9
490,0.8424507658643325,0.26344905447361,0.17323019221753397,0.1963519313304721,0.4420734880816072,0.5819557275634154,6
32,0.33807439824945296,0.7183742591024556,0.2756680731364275,0.00016416309012875536,0.14229207869261995,0.5185650569408544,8
1702,0.6477024070021883,0.8202088625458651,0.05016408813877168,0.0031437768240343343,0.7626730509003852,5.62785500031586e-06,9
7447,0.38621444201312904,0.29432684165961054,0.9812470698546648,0.7939914163090128,0.6429686686790882,0.36629034801026106,5
16076,0.6728665207877461,0.5311882585379621,0.12001875293014531,0.640557939914163,0.4212553346518164,0.4179479063118302,5
5964,0.8096280087527352,0.20829805249788322,0.4210032817627754,0.02489270386266094,0.11314666389091288,0.27361406382252984,5
5820,0.6433260393873086,0.3623482924075642,0.045007032348804495,0.5525751072961373,0.3057145831164776,0.3794321884855689,6
5126,0.8763676148796499,0.45718317809765746,0.643694327238631,0.16630901287553648,0.5628187779743937,0.4360181990055858,5
16632,0.5700218818380745,0.4128139994355067,0.028832630098452886,0.10450643776824034,0.3067554907879671,0.411092934489489,6
15655,0.7013129102844639,0.6256844482077336,0.006563525550867324,0.07918454935622318,0.5534506089309879,0.3283112885285011,6
4769,0.4989059080962801,0.5968952864803839,0.030473511486169714,0.04463519313304721,0.2557510148849797,0.46370222282388474,9
2327,0.19256017505470457,0.7841941857183179,0.21237693389592122,0.00010053648068669527,0.06099718954928698,0.34030224841345263,6
4667,0.5470459518599562,0.5896133220434661,0.09399906235349272,0.07703862660944207,0.5544915166024774,0.39132252493092645,6
12749,0.3938730853391685,0.4282246683601468,0.021800281293952176,0.9345493562231759,0.37649630477776624,0.37073874256897904,9
6318,0.6794310722100656,0.3828394016370309,0.9648382559774965,0.3540772532188841,0.542000624544603,0.3376965205922997,5
16318,0.8807439824945296,0.5593000282246684,0.1790904828879512,0.24892703862660945,0.3858644738211721,0.3129683103120745,5
15280,0.2888402625820569,0.6317809765735253,0.13361462728551335,0.00016738197424892703,0.16415113979390025,0.44944723554806826,8
5429,0.7877461706783371,0.10714084109511722,0.014767932489451475,0.825107296137339,0.20370563131050273,0.4014288916451487,6
2980,0.5667396061269147,0.4401354784081287,0.016643225503984994,0.030364806866952785,0.760591235557406,0.7620905513315972,6
7996,0.562363238512035,0.36296923511148754,0.026722925457102663,0.8068669527896996,0.08504215676069533,0.8723969006648602,8
2303,0.5973741794310722,0.8265876375952583,0.03703703703703703,0.46459227467811154,0.6179868845633393,0.3223786982357716,6
12121,0.3938730853391685,0.6033305108664975,0.12939521800281292,5.686695278969957e-05,0.50348704069949,0.4120237013057335,8
5849,0.4442013129102844,0.5598080722551511,0.2803563056727613,0.00015879828326180256,0.0871239721036744,0.7218872945704783,8
2527,0.8763676148796499,0.6207169065763478,0.1481481481481481,0.21351931330472104,0.5898823774331217,0.298723804644549,9
10817,0.6105032822757112,0.5659610499576629,0.02414439756211908,0.0008787553648068668,0.4472780264390549,0.6790657320582572,8
10912,0.6761487964989059,0.519785492520463,0.011017346460384433,0.2875536480686695,0.5503278859165193,0.38532285234513425,6
11378,0.7428884026258206,0.6260231442280553,0.5405532114392874,0.07832618025751072,0.2609555532424274,0.371633871917034,5
4099,0.524070021881838,0.6002257973468812,0.0051570557899671835,0.1630901287553648,0.6044550848339753,0.46279870818919694,6
12348,0.7943107221006566,0.6281682190234265,0.716361931551805,0.08862660944206009,0.8043093577599667,0.4429067119744583,5
13826,0.6050328227571117,0.2222410386677957,0.04524144397562119,0.1523605150214592,0.8740501717497658,0.6674101836386189,6
10584,0.7078774617067833,0.6729889923793396,0.007735583684950775,0.08015021459227467,0.9573227854689289,4.863850571981842e-06,9
12301,0.3544857768052516,0.602878916172735,0.02531645569620253,0.00105793991416309,0.3650463203913813,0.5220281803202146,6
14113,0.4288840262582057,0.27581145921535427,0.017580872011251757,0.8165236051502146,0.44415530342458626,0.513317963830359,9
9614,0.9157549234135668,0.5283657917019475,0.1983122362869198,0.006255364806866953,0.5878005620901425,0.2595435528526357,5
13491,0.5820568927789934,0.2561106406999718,0.12423816221284573,0.8347639484978541,0.1808056625377329,0.6372231517604192,6
11563,0.2724288840262582,0.5103584532881739,0.18424753867791838,0.034334763948497854,0.5461642552305611,0.37406560504055564,6
7905,0.4299781181619256,0.6510866497318657,0.2006563525550867,2.7896995708154503e-05,0.07442489851150204,0.6035981523627579,8
16542,0.5984682713347922,0.44504657070279424,0.17557430848570085,0.40987124463519314,0.0629749141251171,0.44386892361557595,5
667,0.486870897155361,0.33553485746542483,0.1697140178152836,0.6534334763948497,0.4691370875403352,0.5398427217716687,6
12353,0.23741794310722097,0.6339825007056168,0.1350210970464135,0.0001351931330472103,0.40043718122202565,0.39997614073601034,8
17378,0.6236323851203501,0.5455263900649169,0.012658227848101262,0.7843347639484978,0.5097324867284272,0.3046920324054681,9
10721,0.49671772428884026,0.30685859441151575,0.013127051101734647,0.028540772532188837,0.21099198501092953,0.42831421691167026,6
9210,0.4759299781181619,0.6290149590742309,0.02437880918893576,0.407725321888412,0.7043822212969709,0.6631902881406456,9
14188,0.663019693654267,0.5236240474174428,0.032114392873886545,0.24248927038626608,0.6315186842927033,0.46014057232658884,9
12581,0.7746170678336981,0.4850691504374824,0.0829817158931083,0.3025751072961373,0.5138961174143853,5.313162188411001e-06,9
16221,0.8468271334792122,0.5418007338413774,0.5897796530707924,0.053862660944206005,0.7491412511710211,0.6096355587383979,5
12313,0.5415754923413566,0.44403048264182904,0.014533520862634788,0.5354077253218884,0.5690642240033309,6.939209013608068e-06,9
9543,0.6969365426695843,0.6471916454981654,0.12892639474917952,0.10429184549356223,0.35255542833350684,0.38996620481806565,5
8767,0.8172866520787746,0.7189387524696585,0.1371308016877637,0.11909871244635192,0.8157593421463517,0.5560745403711757,9
1949,0.6652078774617068,0.6246119108100481,0.7233942803563057,0.012231759656652361,0.43062350369522223,0.345337613036469,5
997,0.4179431072210066,0.65577194467965,0.030004688232536336,0.0002210300429184549,0.5253461018007703,0.3585381505182067,9
10633,0.8424507658643325,0.3964436917866216,0.6718237224566338,0.2167381974248927,0.6481732070365359,0.43267875860405997,5
6051,0.7800875273522977,0.5852667231160035,0.04149085794655414,0.03905579399141631,0.8074320807744354,0.2738027327717686,6
9228,0.8708971553610504,0.33214789726220717,0.3881856540084388,0.015343347639484977,0.7324867284271885,0.3264371769660629,5
17255,0.4048140043763676,0.5239627434377646,0.04336615096108767,0.8744635193133046,0.2817737066722182,0.571344147329565,9
6782,0.8074398249452953,0.4943832909963308,0.136896390060947,0.11587982832618025,0.9927136462995733,0.5451883420000999,6
2810,0.7483588621444202,0.59616144510302,0.2311298640412564,0.48068669527896996,0.6263141459352556,0.2871856502377705,9
8525,0.7396061269146609,0.5586226361840249,0.09493670886075947,0.2553648068669528,0.5638596856458833,4.151555411915735e-06,9
12416,0.7647702407002188,0.5362122495060685,0.5218002812939522,0.025321888412017164,0.43582804205266995,0.3760738811891192,5
11113,0.5667396061269147,0.5787750493931696,0.024613220815752457,0.3894849785407725,0.50348704069949,0.4362571796746216,9
12160,0.5229759299781181,0.561727349703641,0.10056258790436004,1.545064377682403e-05,0.1683147704798584,0.746036920073038,8
1097,0.4770240700218818,0.6331357606548124,0.04383497421472104,0.029184549356223173,0.8011866347454981,0.3757426623671223,6
17944,0.6323851203501094,0.4474738921817669,0.8406000937646507,0.22746781115879827,0.8230456958467784,0.35829497720585457,5
10095,0.5754923413566739,0.6519333897826701,0.17135489920300045,0.00016738197424892703,0.6970958675965442,0.5491503899341136,8
15319,0.2735229759299781,0.4584250635055038,0.03469292076887013,0.00684549356223176,0.3130009368169044,0.3581901611229441,6
8799,0.6881838074398249,0.39187129551227784,0.16408813877168305,0.009366952789699571,0.5295097324867285,0.3260933802141167,9
16159,0.4113785557986871,0.7722269263336157,0.5569620253164557,0.0017918454935622317,0.5909232851046112,0.3224122393823029,8
14599,0.48468271334792123,0.5079875811459217,0.026722925457102663,0.0018562231759656652,0.5388779015301344,0.5038069524670679,6
7235,0.486870897155361,0.5985323172452724,0.09118612283169246,0.00796137339055794,0.6065369001769543,0.45545948606380965,8
9282,0.4759299781181619,0.44182895850973763,0.015002344116268164,0.33476394849785407,0.10065577183303842,0.5481357702515408,6
11633,0.4332603938730853,0.7805249788314989,0.5124238162212845,0.00014699570815450641,0.2266056000832726,0.19076323924682106,8
16616,0.22647702407002182,0.6588766581992662,0.03586497890295358,0.12875536480686695,0.5388779015301344,0.5364320064337639,6
3924,0.5700218818380745,0.5585097375105844,0.02930145335208626,0.28969957081545067,0.6002914541480171,0.46174006575180176,5
7064,0.2614879649890591,0.6511430990685859,0.12587904360056257,0.07639484978540773,0.28697824502966585,0.4389677235786849,9
2410,0.28227571115973743,0.7366638441998307,0.23347398030942332,0.0002929184549356223,0.12355574060580828,0.38806903371738716,8
3640,0.524070021881838,0.6460626587637596,0.12962962962962962,0.0003412017167381974,0.223482877068804,0.7849719022309409,8
16382,0.2024070021881838,0.7637030764888514,0.32020628223159864,0.0007811158798283262,0.44623711876756533,0.27123473874046344,8
4957,0.8533916849015317,0.6299181484617556,0.019456165025785274,0.036373390557939915,0.943790985739565,0.5488673865102555,6
15363,0.7363238512035011,0.4821337849280271,0.596812001875293,0.3025751072961373,0.7803684813157074,0.5784716409674732,5
